INE_ID,year,concelho,enrolled,voters,abstention_%,blank_votes,null_votes,party_initials,party_type,votes,votes_%,number_mandates,candidate_name,gender,position_ballot,problems_ballot_order
109,2009,SANTA MARIA DA FEIRA,121624,79089,34.9725383148,1351,787,PPD/PSD,,38261,49.7212511858,6,Alfredo Oliveira Henriques,male,,
109,2009,SANTA MARIA DA FEIRA,121624,79089,34.9725383148,1351,787,B.E.,,1940,2.5210848462,0,Joaquim Manuel De Oliveira Dias,male,,
109,2009,SANTA MARIA DA FEIRA,121624,79089,34.9725383148,1351,787,PCP-PEV,,1933,2.5119881483,0,Antero De Oliveira Resende,male,,
109,2009,SANTA MARIA DA FEIRA,121624,79089,34.9725383148,1351,787,CDS-PP,,2748,3.57110368936,0,Manuel José Alferes Pereira,male,,
110,2009,ÍLHAVO,33876,16102,52.4678238281,318,153,PS,,3651,23.3574307466,2,José Marinho Vaz,male,,
110,2009,ÍLHAVO,33876,16102,52.4678238281,318,153,B.E.,,422,2.6997632909,0,José Paulo Alves Corceiro,male,,
110,2009,ÍLHAVO,33876,16102,52.4678238281,318,153,CDS-PP,,841,5.38033395176,0,Francisco Luís Pereira Da Rocha,male,,
110,2009,ÍLHAVO,33876,16102,52.4678238281,318,153,PCP-PEV,,485,3.10280852153,0,Fernando José De Jesus Marta,male,,
110,2009,ÍLHAVO,33876,16102,52.4678238281,318,153,PPD/PSD,,10232,65.4596634892,5,José Agostinho Ribau Esteves,male,,
111,2009,MEALHADA,18572,10639,42.7148395434,311,149,PS,,6517,64.0239709205,5,Carlos Alberto Da Costa Cabral,male,,
111,2009,MEALHADA,18572,10639,42.7148395434,311,149,PPD/PSD,,2937,28.853521957,2,César Borges Carvalheira,male,,
111,2009,MEALHADA,18572,10639,42.7148395434,311,149,PCP-PEV,,725,7.12250712251,0,José Cadete Joaquim,male,,
112,2009,MURTOSA,9842,5133,47.845966267,83,63,PCP-PEV,,83,1.66432725085,0,Jorge Augusto Portela Vieira,male,,
112,2009,MURTOSA,9842,5133,47.845966267,83,63,PPD/PSD,,3403,68.2374172849,4,António Maria Dos Santos Sousa,male,,
112,2009,MURTOSA,9842,5133,47.845966267,83,63,PS,,1389,27.8524162823,1,Ana Maria Farelo Mendes Silva Rebimbas,female,,
112,2009,MURTOSA,9842,5133,47.845966267,83,63,CDS-PP,,112,2.24583918187,0,Ana Sofia Ribeiro Brandão,female,,
113,2009,OLIVEIRA DE AZEMÉIS,60943,39232,35.6250922994,700,463,PS,,15908,41.7872809898,4,Maria Helena Terra De Oliveira,female,,
113,2009,OLIVEIRA DE AZEMÉIS,60943,39232,35.6250922994,700,463,B.E.,,935,2.45606661588,0,Cláudia Patrícia De Pinho Ribeiro,female,,
113,2009,OLIVEIRA DE AZEMÉIS,60943,39232,35.6250922994,700,463,CDS-PP,,2934,7.70705823636,0,António Pinto Moreira,male,,
113,2009,OLIVEIRA DE AZEMÉIS,60943,39232,35.6250922994,700,463,PCP-PEV,,703,1.84664687804,0,António Costa Alves,male,,
113,2009,OLIVEIRA DE AZEMÉIS,60943,39232,35.6250922994,700,463,PPD/PSD,,17589,46.2029472799,5,Hermínio José Sobral De Loureiro Gonçalves,male,,
114,2009,OLIVEIRA DO BAIRRO,20023,11616,41.9867152774,179,166,CDS-PP,,3659,32.4638452666,2,Acílio Domingues Gala,male,,
114,2009,OLIVEIRA DO BAIRRO,20023,11616,41.9867152774,179,166,PCP-PEV,,142,1.25987046402,0,Artur Pereira Ramísio,male,,
114,2009,OLIVEIRA DO BAIRRO,20023,11616,41.9867152774,179,166,PPD/PSD,,6223,55.2124922367,4,Mário João Ferreira Da Silva Oliveira,male,,
114,2009,OLIVEIRA DO BAIRRO,20023,11616,41.9867152774,179,166,PS,,1247,11.0637920327,1,Henrique Santiago Tomás,male,,
115,2009,OVAR,48055,28252,41.2090313183,605,368,PCP-PEV,,1373,5.03317570292,0,José Dos Santos Cardoso Macedo,male,,
115,2009,OVAR,48055,28252,41.2090313183,605,368,PS,,13837,50.7240001466,4,Manuel Alves De Oliveira,male,,
115,2009,OVAR,48055,28252,41.2090313183,605,368,B.E.,,2657,9.74009311192,0,José David Mendes De Almeida,male,,
115,2009,OVAR,48055,28252,41.2090313183,605,368,PPD/PSD.CDS-PP,,9412,34.5027310385,3,Álvaro Manuel Reis Santos,male,,
116,2009,SÃO JOÃO DA MADEIRA,19981,11658,41.6545718433,144,99,B.E.,,310,2.71572492335,0,Pedro Da Costa Pardal,male,,
116,2009,SÃO JOÃO DA MADEIRA,19981,11658,41.6545718433,144,99,CDS-PP,,833,7.29741568112,0,Dina Maria Da Costa De Pinho Rocha,female,,
116,2009,SÃO JOÃO DA MADEIRA,19981,11658,41.6545718433,144,99,PCP-PEV,,673,5.89575120456,0,Jorge Manuel De Resende Cortez,male,,
116,2009,SÃO JOÃO DA MADEIRA,19981,11658,41.6545718433,144,99,PPD/PSD,,6521,57.126587823,5,Manuel Castro De Almeida,male,,
116,2009,SÃO JOÃO DA MADEIRA,19981,11658,41.6545718433,144,99,PS,,3078,26.9645203679,2,Pedro Nuno De Oliveira Santos,male,,
117,2009,SEVER DO VOUGA,12154,8456,30.4261971367,120,93,PPD/PSD,,1705,20.6842169113,1,Acácio Rodrigues Barbosa,male,,
117,2009,SEVER DO VOUGA,12154,8456,30.4261971367,120,93,ISLV,,2170,26.325366978,2,João Miguel Tavares De Almeida,male,,
117,2009,SEVER DO VOUGA,12154,8456,30.4261971367,120,93,PCP-PEV,,115,1.39512313478,0,António José Tavares De Bastos,male,,
117,2009,SEVER DO VOUGA,12154,8456,30.4261971367,120,93,CDS-PP,,314,3.80929273323,0,António José Cardoso De Barros,male,,
117,2009,SEVER DO VOUGA,12154,8456,30.4261971367,120,93,PS,,3939,47.7860002426,4,Manuel Silva Soares,male,,
118,2009,VAGOS,21257,12188,42.6635931693,202,205,vp,,3777,32.060096766,2,Mário Dos Santos Martins Júnior,male,,
118,2009,VAGOS,21257,12188,42.6635931693,202,205,PPD/PSD,,7729,65.6056361939,5,Rui Miguel Rocha Da Cruz,male,,
118,2009,VAGOS,21257,12188,42.6635931693,202,205,PCP-PEV,,275,2.33426704015,0,Manuel Mário Domingos,male,,
119,2009,VALE DE CAMBRA,22674,15034,33.6949810355,250,245,PCP-PEV,,329,2.26287915262,0,João Pedro Tavares Martins,male,,
119,2009,VALE DE CAMBRA,22674,15034,33.6949810355,250,245,CDS-PP,,5652,38.8747506706,3,José Alberto Freitas Soares Pinheiro E Silva,male,,
119,2009,VALE DE CAMBRA,22674,15034,33.6949810355,250,245,PS,,1617,11.1218103033,0,Carlos Gabriel Almeida Amorim,male,,
119,2009,VALE DE CAMBRA,22674,15034,33.6949810355,250,245,PPD/PSD,,6941,47.7405598734,4,José António Bastos Da Silva,male,,
201,2009,ALJUSTREL,9179,6367,30.6351454407,86,48,PPD/PSD.CDS-PP,,130,2.08567303064,0,Carlos Miguel Maia Palma Agatão,male,,
201,2009,ALJUSTREL,9179,6367,30.6351454407,86,48,PS,,3125,50.1363709289,3,Nelson Domingos Brito,male,,
201,2009,ALJUSTREL,9179,6367,30.6351454407,86,48,PCP-PEV,,2978,47.7779560404,2,Manuel Francisco Colaço Machado,male,,
202,2009,ALMODÔVAR,7422,5135,30.8137968203,90,96,B.E.,,108,2.18225904223,0,Carlos Manuel Da Palma Rosa,male,,
202,2009,ALMODÔVAR,7422,5135,30.8137968203,90,96,PCP-PEV,,244,4.93028894726,0,Joaquim Augusto Loureiro Mariano,male,,
202,2009,ALMODÔVAR,7422,5135,30.8137968203,90,96,PPD/PSD,,2890,58.3956354819,3,António José Messias Do Rosário Sebastião,male,,
202,2009,ALMODÔVAR,7422,5135,30.8137968203,90,96,PS,,1707,34.4918165286,2,João Manuel Luz Saleiro,male,,
203,2009,ALVITO,2120,1610,24.0566037736,28,19,PS,,532,34.0371081254,2,Vicente Maria Mouzinho Maurício,male,,
203,2009,ALVITO,2120,1610,24.0566037736,28,19,PCP-PEV,,564,36.084452975,2,João Luís Batista Penetra,male,,
203,2009,ALVITO,2120,1610,24.0566037736,28,19,PPD/PSD.CDS-PP.PPM,,467,29.8784388996,1,Mário Nelson Da Silva Vaz Simões,male,,
204,2009,BARRANCOS,1565,1218,22.1725239617,32,25,CDS-PP,,22,1.89491817399,0,Sílvia Maria Ramalho Timóteo Vitorino,female,,
204,2009,BARRANCOS,1565,1218,22.1725239617,32,25,PCP-PEV,,725,62.4461670973,3,António Pica Tereno,male,,
204,2009,BARRANCOS,1565,1218,22.1725239617,32,25,PS,,414,35.6589147287,2,Francisco Manuel Canudo Sena,male,,
205,2009,BEJA,30920,18761,39.3240620957,214,167,B.E.,,549,2.98694232862,0,João Manuel De Lemos Santos,male,,
205,2009,BEJA,30920,18761,39.3240620957,214,167,PPD/PSD,,935,5.08705114255,0,José Filipe Pires Dos Reis,male,,
205,2009,BEJA,30920,18761,39.3240620957,214,167,CDS-PP,,298,1.62132752992,0,Ismael António Dos Santos Gomes Pimentel,male,,
205,2009,BEJA,30920,18761,39.3240620957,214,167,PS,,8579,46.675734494,4,Jorge Pulido Valente,male,,
205,2009,BEJA,30920,18761,39.3240620957,214,167,PCP-PEV,,7815,42.5190424374,3,Francisco Da Cruz Dos Santos,male,,
205,2009,BEJA,30920,18761,39.3240620957,214,167,F.A.I,,204,1.10990206746,0,Dulce Do Carmo Lopes Caleiro Amaral,female,,
206,2009,CASTRO VERDE,6625,4247,35.8943396226,58,39,PCP-PEV,,2335,56.265060241,3,Francisco José Caldeira Duarte,male,,
206,2009,CASTRO VERDE,6625,4247,35.8943396226,58,39,PS,,1622,39.0843373494,2,José Francisco Colaço Guerreiro,male,,
206,2009,CASTRO VERDE,6625,4247,35.8943396226,58,39,PPD/PSD.CDS-PP,,193,4.65060240964,0,Pedro Daniel Ferreira De Castro Figueira,male,,
207,2009,CUBA,4164,3357,19.3804034582,37,31,PPD/PSD,,122,3.70933414412,0,Maria Da Conceição Gomes Pires,female,,
207,2009,CUBA,4164,3357,19.3804034582,37,31,PS,,1615,49.1030708422,3,Francisco António Galinha Orelha,male,,
207,2009,CUBA,4164,3357,19.3804034582,37,31,PCP-PEV,,1552,47.1875950137,2,João Manuel Casaca Português,male,,
208,2009,FERREIRA DO ALENTEJO,7798,5116,34.3934342139,78,56,PS,,2860,57.4066639904,3,Aníbal Sousa Reis Coelho Da Costa,male,,
208,2009,FERREIRA DO ALENTEJO,7798,5116,34.3934342139,78,56,PCP-PEV,,1870,37.5351264552,2,Francisco António Braz Caixinha,male,,
208,2009,FERREIRA DO ALENTEJO,7798,5116,34.3934342139,78,56,MPT,,83,1.66599759133,0,Manuel Gonçalves,male,,
208,2009,FERREIRA DO ALENTEJO,7798,5116,34.3934342139,78,56,PPD/PSD,,169,3.39221196307,0,Flora Maria Lança Mestrinho,female,,
209,2009,MÉRTOLA,7477,5720,23.4987294369,95,93,PPD/PSD,,55,0.994215473608,0,José Diogo Morais Dos Santos,male,,
209,2009,MÉRTOLA,7477,5720,23.4987294369,95,93,PCP-PEV,,2456,44.3962400578,2,Jorge José Horta Revez,male,,
209,2009,MÉRTOLA,7477,5720,23.4987294369,95,93,MIM,,370,6.68835864064,0,José Carlos Raposo Rodrigues Celorico,male,,
209,2009,MÉRTOLA,7477,5720,23.4987294369,95,93,PS,,2651,47.9211858279,3,Jorge Paulo Colaço Rosa,male,,
210,2009,MOURA,14188,7797,45.0451085424,195,63,PS,,2897,38.4268470619,3,Rui Miguel Costa Apolinário,male,,
210,2009,MOURA,14188,7797,45.0451085424,195,63,CDS-PP,,164,2.17535482159,0,Sílvia Perpétua Cruz Ramos,female,,
210,2009,MOURA,14188,7797,45.0451085424,195,63,PPD/PSD,,619,8.21063801565,0,Simão Seita Janeiro,male,,
210,2009,MOURA,14188,7797,45.0451085424,195,63,PCP-PEV,,3859,51.1871601008,4,José Maria Prazeres Pós-De-Mina,male,,
211,2009,ODEMIRA,22203,14696,33.8107462955,313,271,PS,,6842,48.4835600907,4,José Alberto Candeias Guerreiro,male,,
211,2009,ODEMIRA,22203,14696,33.8107462955,313,271,PCP-PEV,,5056,35.8276643991,3,Cláudio José Dos Santos Percheiro,male,,
211,2009,ODEMIRA,22203,14696,33.8107462955,313,271,B.E.,,632,4.47845804989,0,Alberto Manuel Belo Da Cunha Matos,male,,
211,2009,ODEMIRA,22203,14696,33.8107462955,313,271,PPD/PSD.CDS-PP,,1582,11.2103174603,0,José Francisco De Sousa Prado Santos Silva,male,,
212,2009,OURIQUE,5190,4209,18.901734104,51,99,PS,,2806,69.1303276669,4,Pedro Nuno Raposo Prazeres Do Carmo,male,,
212,2009,OURIQUE,5190,4209,18.901734104,51,99,PPD/PSD,,1091,26.8785415127,1,José Raul Guerreiro Mendes Dos Santos,male,,
212,2009,OURIQUE,5190,4209,18.901734104,51,99,PCP-PEV,,162,3.9911308204,0,António Custódio Coelho,male,,
213,2009,SERPA,14441,8257,42.8225192161,175,107,CDS-PP,,112,1.40438871473,0,Catarina Salgueiro Ramos Gomes Serrano,female,,
213,2009,SERPA,14441,8257,42.8225192161,175,107,B.E.,,287,3.5987460815,0,Maria Manuela Carreiro Da Silva Salta,female,,
213,2009,SERPA,14441,8257,42.8225192161,175,107,PPD/PSD,,708,8.87774294671,0,Sebastião Manuel L. Morgado Louro Rodrigues,male,,
213,2009,SERPA,14441,8257,42.8225192161,175,107,PS,,2582,32.3761755486,3,António José Patinho Pereira,male,,
213,2009,SERPA,14441,8257,42.8225192161,175,107,PCP-PEV,,4286,53.7429467085,4,João Manuel Rocha Da Silva,male,,
214,2009,VIDIGUEIRA,5332,3596,32.5581395349,61,55,B.E.,,46,1.32183908046,0,Fernando António Da Silva Servo,male,,
214,2009,VIDIGUEIRA,5332,3596,32.5581395349,61,55,PCP-PEV,,1986,57.0689655172,3,Manuel Luís Da Rosa Marra,male,,
214,2009,VIDIGUEIRA,5332,3596,32.5581395349,61,55,CDS-PP,,45,1.29310344828,0,Maria Micaela Matado Rosa,female,,
214,2009,VIDIGUEIRA,5332,3596,32.5581395349,61,55,PPD/PSD,,175,5.02873563218,0,Guido João Diniz Pires,male,,
214,2009,VIDIGUEIRA,5332,3596,32.5581395349,61,55,PS,,1228,35.2873563218,2,António Francisco Cano Mendes Pinto,male,,
301,2009,AMARES,19057,12232,35.8136117962,137,146,PCP-PEV,,174,1.45618880241,0,Manuel Joaquim Gonçalves Da Silva,male,,
301,2009,AMARES,19057,12232,35.8136117962,137,146,AP,,5763,48.229977404,4,José Lopes Gonçalves Barbosa,male,,
301,2009,AMARES,19057,12232,35.8136117962,137,146,PPD/PSD,,1790,14.9803330823,1,António Januário Veloso De Barros,male,,
301,2009,AMARES,19057,12232,35.8136117962,137,146,B.E.,,150,1.25533517449,0,Nuno Miguel Franco Da Costa,male,,
301,2009,AMARES,19057,12232,35.8136117962,137,146,CDS-PP,,516,4.31835300025,0,Manuel Joaquim De Sousa Pereira,male,,
301,2009,AMARES,19057,12232,35.8136117962,137,146,PS,,3556,29.7598125366,2,Manuel Da Rocha Moreira,male,,
302,2009,BARCELOS,105829,78426,25.893658638,1172,667,PCP-PEV,,1140,1.48850327079,0,Mário Jorge Gomes De Figueiredo,male,,
302,2009,BARCELOS,105829,78426,25.893658638,1172,667,PND,,1203,1.57076266207,0,Jorge Manuel Mesquita Fernandes,male,,
302,2009,BARCELOS,105829,78426,25.893658638,1172,667,PPM,,239,0.312063405017,0,Alfredo Maria Côrte-Real Souto Neves,male,,
302,2009,BARCELOS,105829,78426,25.893658638,1172,667,PS,,34911,45.583454111,6,Miguel Jorge Da Costa Gomes,male,,
302,2009,BARCELOS,105829,78426,25.893658638,1172,667,PPD/PSD,,33999,44.3926514944,5,Fernando Ribeiro Dos Reis,male,,
302,2009,BARCELOS,105829,78426,25.893658638,1172,667,B.E.,,1439,1.87890895322,0,Luís Maria Gonçalves Dos Santos,male,,
302,2009,BARCELOS,105829,78426,25.893658638,1172,667,CDS-PP,,3656,4.77365610352,0,António Jorge Da Silva Ribeiro,male,,
303,2009,BRAGA,150102,97961,34.7370454757,1337,839,PPD/PSD.CDS-PP.PPM,,41197,43.0098658454,5,Ricardo Bruno Antunes Machado Rio,male,,
303,2009,BRAGA,150102,97961,34.7370454757,1337,839,PCP-PEV,,6165,6.43628960693,0,António Manuel Rodrigues Dias,male,,
303,2009,BRAGA,150102,97961,34.7370454757,1337,839,B.E.,,3815,3.98287832124,0,João Guilherme Ribeiro Delgado,male,,
303,2009,BRAGA,150102,97961,34.7370454757,1337,839,MPT,,685,0.715143289659,0,José Miguel Azevedo De Brito,male,,
303,2009,BRAGA,150102,97961,34.7370454757,1337,839,PS,,43923,45.8558229368,6,Francisco Soares Mesquita Machado,male,,
304,2009,CABECEIRAS DE BASTO,17140,11287,34.1481913652,193,137,PS,,7739,70.6306470749,5,Joaquim Barroso De Almeida Barreto,male,,
304,2009,CABECEIRAS DE BASTO,17140,11287,34.1481913652,193,137,PCP-PEV,,362,3.30382403943,0,Baltazar Lage De Oliveira Vilela,male,,
304,2009,CABECEIRAS DE BASTO,17140,11287,34.1481913652,193,137,PPD/PSD.CDS-PP,,2856,26.0655288856,2,Luis Miguel Jorge Gonçalves,male,,
305,2009,CELORICO DE BASTO,19837,14020,29.3239905228,88,128,PPD/PSD,,7173,51.9631990727,4,Joaquim Monteiro Da Mota E Silva,male,,
305,2009,CELORICO DE BASTO,19837,14020,29.3239905228,88,128,PCP-PEV,,161,1.16632860041,0,Luis Heitor Da Silva Pires Marinho,male,,
305,2009,CELORICO DE BASTO,19837,14020,29.3239905228,88,128,PS,,6009,43.5308606201,3,Manuel Maria De Araújo Lopes Machado,male,,
305,2009,CELORICO DE BASTO,19837,14020,29.3239905228,88,128,CDS-PP,,461,3.33961170675,0,João Maria Mourão Pulido De Almeida,male,,
306,2009,ESPOSENDE,32065,20729,35.3531888352,392,261,PPM,,54,0.268977884041,0,João Paulo Graça Da Silva,male,,
306,2009,ESPOSENDE,32065,20729,35.3531888352,392,261,PS,,4134,20.5917513449,1,João Maria De Sousa Nunes Da Silva,male,,
306,2009,ESPOSENDE,32065,20729,35.3531888352,392,261,PCP-PEV,,682,3.39709105399,0,Pedro Miguel Lima Meira,male,,
306,2009,ESPOSENDE,32065,20729,35.3531888352,392,261,B.E.,,344,1.71348874278,0,Sónia Da Conceição Rodrigues Mendes,female,,
306,2009,ESPOSENDE,32065,20729,35.3531888352,392,261,CDS-PP,,2649,13.1948595338,1,Hersílio Brás Marques,male,,
306,2009,ESPOSENDE,32065,20729,35.3531888352,392,261,PPD/PSD,,12213,60.8338314405,5,Fernando João Couto E Cepa,male,,
307,2009,FAFE,50270,33275,33.8074398249,607,376,PPD/PSD.CDS-PP,,5488,16.9949213427,1,José Humberto Fernandes Castro,male,,
307,2009,FAFE,50270,33275,33.8074398249,607,376,PS,,16975,52.5671993063,5,José Manuel Martins Ribeiro,male,,
307,2009,FAFE,50270,33275,33.8074398249,607,376,IPF,,8799,27.2482348569,3,Parcídio Cabral De Almeida Summavielle,male,,
307,2009,FAFE,50270,33275,33.8074398249,607,376,PCP-PEV,,1030,3.18964449399,0,Maria Leonor Pereira Oliveira Castro,female,,
308,2009,GUIMARÃES,141646,93672,33.8689408808,1348,687,CDS-PP,,4367,4.76554230278,0,Rui Miguel De Meira Barreira,male,,
308,2009,GUIMARÃES,141646,93672,33.8689408808,1348,687,PCP-PEV,,8216,8.9658107533,1,Cândido Capela Dias,male,,
308,2009,GUIMARÃES,141646,93672,33.8689408808,1348,687,PCTP/MRPP,,882,0.962493316019,0,Domingos Fernandes De Freitas Torres,male,,
308,2009,GUIMARÃES,141646,93672,33.8689408808,1348,687,PS,,50158,54.7355325905,7,António Magalhães Da Silva,male,,
308,2009,GUIMARÃES,141646,93672,33.8689408808,1348,687,B.E.,,2369,2.58520030119,0,Alberto José Machado Fernandes,male,,
308,2009,GUIMARÃES,141646,93672,33.8689408808,1348,687,PPD/PSD,,25645,27.9854207362,3,Vítor Manuel Da Silva Ferreira,male,,
309,2009,PÓVOA DE LANHOSO,23553,16847,28.4719568632,112,111,PPD/PSD,,9032,54.3310875842,4,Manuel José Torcato Soares Baptista,male,,
309,2009,PÓVOA DE LANHOSO,23553,16847,28.4719568632,112,111,CDS-PP,,188,1.13089509143,0,Ana Maria Fernandes Perdigão Antunes,female,,
309,2009,PÓVOA DE LANHOSO,23553,16847,28.4719568632,112,111,PCP-PEV,,140,0.842155919153,0,Rodolfo Cardoso Pontes,male,,
309,2009,PÓVOA DE LANHOSO,23553,16847,28.4719568632,112,111,PS,,7264,43.6958614052,3,António Fernando Chagas De Sousa Lourenço,male,,
310,2009,TERRAS DE BOURO,8296,5767,30.4845708775,86,71,PCP-PEV,,97,1.72905525847,0,Dora Margarida Alves Lobo,female,,
310,2009,TERRAS DE BOURO,8296,5767,30.4845708775,86,71,PPD/PSD,,2393,42.6559714795,2,António José Ferreira Afonso,male,,
310,2009,TERRAS DE BOURO,8296,5767,30.4845708775,86,71,PS,,2913,51.9251336898,3,Joaquim José Cracel Viana,male,,
310,2009,TERRAS DE BOURO,8296,5767,30.4845708775,86,71,CDS-PP,,207,3.68983957219,0,Nuno Ricardo Da Costa Marques Roupar,male,,
311,2009,VIEIRA DO MINHO,15218,10561,30.6019187804,109,141,PPD/PSD.CDS-PP,,5034,48.821646785,3,Albino José Da Silva Carneiro,male,,
311,2009,VIEIRA DO MINHO,15218,10561,30.6019187804,109,141,PS,,5046,48.9380273494,4,Jorge Augusto Mangas Abreu Dantas,male,,
311,2009,VIEIRA DO MINHO,15218,10561,30.6019187804,109,141,PCP-PEV,,97,0.940742895936,0,Sílvia Maria Pereira Da Cunha,female,,
311,2009,VIEIRA DO MINHO,15218,10561,30.6019187804,109,141,B.E.,,134,1.29958296964,0,João Manuel Machado Oliveira,male,,
312,2009,VILA NOVA DE FAMALICÃO,114008,79582,30.1961265876,1192,736,PS,,25881,33.3286115332,4,José Carlos Reis Campos,male,,
312,2009,VILA NOVA DE FAMALICÃO,114008,79582,30.1961265876,1192,736,PPD/PSD.CDS-PP,,47174,60.7489633502,7,Armindo Borges Alves Da Costa,male,,
